trial_type,trial_index,time_elapsed,internal_node_id,success,rt,stimulus,key_press,prompt,subject_id,age,gender,button_pressed,next_reward,animation_sequence,responses,planet,curr_prac_trial,n_prac_rounds,alien,aliens,reward_received,decay_rate_actual,decay_rate_exp,time_in_block,block_num,prt,last_trial_on_planet,bonus,num_failures
instruc_dig_try,10,62589,0.0-7.0-1.0,,1290.625,"<p> When you’ve arrived at a new planet, you will dig once. </p> <p>Then, you get to decide if you want to stay on the planet and dig again or travel to a new planet and dig there.</p> <p> To stay and dig, press the letter <strong>‘A’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/land.jpg'  height='700' width='auto'></p>",65,"<p> When you’ve arrived at a new planet, you will dig once. </p> <p>Then, you get to decide if you want to stay on the planet and dig again or travel to a new planet and dig there.</p> <p> To stay and dig, press the letter <strong>‘A’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/land.jpg'  height='700' width='auto'></p>",,,,,100,,,,,,,,,,,,,,,,
dig_prac,11,64603,0.0-7.0-2.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.8200001902878284},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":672.7050002664328},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1342.0350002124906}]",[],,,,,,,,,,,,,,
instruc_travel,12,100842,0.0-7.0-3.0,,null,run_exp/static/audio/clip_5_travel.m4a,null,"<p>Every time you dig up gems, there are less gems on the planet, so the more you dig on a planet the fewer gems you’ll get with each dig.</p><p>When gems are running low, you may want to travel to a new planet. </p> <p>  Planets are very far apart in this galaxy, so it will take some time to travel between them. </p> <br><p>There are lots and lots of planets for you to visit, so you won’t be able to return to any planets you’ve seen before. </p><br><p>To leave this planet and travel to a new one, press the letter <strong>‘L’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/rocket-01.jpg'  height='600' width='auto'></p>",,,,,,,,,,,,,,,,,,,,,
instruc_travel_try,13,106283,0.0-7.0-4.0,,5439.205,"<p>Every time you dig up gems, there are less gems on the planet, so the more you dig on a planet the fewer gems you’ll get with each dig.</p><p>When gems are running low, you may want to travel to a new planet. </p> <p>  Planets are very far apart in this galaxy, so it will take some time to travel between them. </p> <br><p>There are lots and lots of planets for you to visit, so you won’t be able to return to any planets you’ve seen before. </p><br><p>To leave this planet and travel to a new one, press the letter <strong>‘L’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/rocket-01.jpg'  height='600' width='auto'></p>",76,"<p>Every time you dig up gems, there are less gems on the planet, so the more you dig on a planet the fewer gems you’ll get with each dig.</p><p>When gems are running low, you may want to travel to a new planet. </p> <p>  Planets are very far apart in this galaxy, so it will take some time to travel between them. </p> <br><p>There are lots and lots of planets for you to visit, so you won’t be able to return to any planets you’ve seen before. </p><br><p>To leave this planet and travel to a new one, press the letter <strong>‘L’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/rocket-01.jpg'  height='600' width='auto'></p>",,,,,,,,,,,,,,,,,,,,,
travel_prac,14,116285,0.0-7.0-5.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.23500015959143639},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":1117.050000000745},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2226.865000091493},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":3335.6000003404915},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":4450.004999991506},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":5560.360000003129},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":6672.060000244528},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":7781.4750000834465},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":8893.854999914765}]",[],0,,,,,,,,,,,,,
instruc_alien_greet,15,143498,0.0-7.0-6.0,,null,run_exp/static/audio/clip_6_alien.m4a,null,"<p>When you arrive at a new planet, the alien who owns the treasure mine on that planet will greet you!</p><p>The better an alien takes care of their mine the easier it is to dig for gems. Some aliens take better care of their mine than others. So, you won’t get exactly the same amount of gems on each planet.</p><p>What the alien looks like does not tell you anything about how many gems there are on the planet.</p><br><p><img src=""run_exp/static/images/task_images/aliens/instructions_aliens/planet/alien_planet-1.jpg""  height=""600"" width=""auto""></p>",,,,,,,,,,,,,,,,,,,,,
instruc_alien_greet,16,146438,0.0-7.0-7.0,,2937.415,"<p>When you arrive at a new planet, the alien who owns the treasure mine on that planet will greet you!</p><p>The better an alien takes care of their mine the easier it is to dig for gems. Some aliens take better care of their mine than others. So, you won’t get exactly the same amount of gems on each planet.</p><p>What the alien looks like does not tell you anything about how many gems there are on the planet.</p><br><p><img src=""run_exp/static/images/task_images/aliens/instructions_aliens/planet/alien_planet-1.jpg""  height=""600"" width=""auto""></p>",,,,,,1,,,,,,,,,,,,,,,,,
html-keyboard-response,17,147142,0.0-7.0-8.0,,701.5450001,"<p>When you arrive at a new planet, the alien who owns the treasure mine on that planet will greet you!</p><p>The better an alien takes care of their mine the easier it is to dig for gems. Some aliens take better care of their mine than others. So, you won’t get exactly the same amount of gems on each planet.</p><p>What the alien looks like does not tell you anything about how many gems there are on the planet.</p><br><p><img src=""run_exp/static/images/task_images/aliens/instructions_aliens/planet/alien_planet-1.jpg""  height=""600"" width=""auto""></p><button class=""jspsych-html-btn-unchosen""><img src=""run_exp/static/images/task_images/planet-01.jpg"" height=""50""></button><button class=""jspsych-html-btn-chosen""><img src=""run_exp/static/images/task_images/planet-02.jpg"" height=""50""></button><p><b>[press the space bar to lock in your answer]<b><br></p>",32,,,,,,,,,,,,,,,,,,,,,,
time_out,18,158220,0.0-8.0-0.0,,null,run_exp/static/audio/clip_7_timeout.m4a,null,"<p>If you don't make your choice fast enough, you’ll have to wait a few seconds before you can make another one.</p><p>You can’t dig for more gems or travel to new planets. You just have to sit and wait.</p><br><p><img src='run_exp/static/images/task_images/time_out.jpg'  height='600' width='auto'></p>",,,,,,,,,,,,,,,,,,,,,
time_out,19,161041,0.0-8.0-1.0,,2818.115,"<p>If you don't make your choice fast enough, you’ll have to wait a few seconds before you can make another one.</p><p>You can’t dig for more gems or travel to new planets. You just have to sit and wait.</p><br><p><img src='run_exp/static/images/task_images/time_out.jpg'  height='600' width='auto'></p>",,,,,,1,,,,,,,,,,,,,,,,,
html-keyboard-response,20,161426,0.0-8.0-2.0,,382.1300003,"<p>If you don't make your choice fast enough, you’ll have to wait a few seconds before you can make another one.</p><p>You can’t dig for more gems or travel to new planets. You just have to sit and wait.</p><br><p><img src='run_exp/static/images/task_images/time_out.jpg'  height='600' width='auto'></p><button class=""jspsych-html-btn-unchosen""><img src=""run_exp/static/images/task_images/planet-01.jpg"" height=""50""></button><button class=""jspsych-html-btn-chosen""><img src=""run_exp/static/images/task_images/planet-02.jpg"" height=""50""></button><p><b>[press the space bar to lock in your answer]<b><br></p>",32,,,,,,,,,,,,,,,,,,,,,,
instruc_break,21,177099,0.0-9.0-0.0,,null,run_exp/static/audio/clip_8_break.m4a,null,"<p> After digging and traveling for a while, you’ll be able to take a break at home base. </p><p>The game will last 20 minutes no matter what.</p><p>You will visit home base every 5 minutes, so, you will visit home base three times during the game.</p><br><p><img src='run_exp/static/images/task_images/home_base.jpg' height='600' width='auto'></p>",,,,,,,,,,,,,,,,,,,,,
instruc_break,22,178958,0.0-9.0-1.0,,1856.665,"<p> After digging and traveling for a while, you’ll be able to take a break at home base. </p><p>The game will last 20 minutes no matter what.</p><p>You will visit home base every 5 minutes, so, you will visit home base three times during the game.</p><br><p><img src='run_exp/static/images/task_images/home_base.jpg' height='600' width='auto'></p>",,,,,,1,,,,,,,,,,,,,,,,,
html-keyboard-response,23,181644,0.0-9.0-2.0,,2685.07,"<p> After digging and traveling for a while, you’ll be able to take a break at home base. </p><p>The game will last 20 minutes no matter what.</p><p>You will visit home base every 5 minutes, so, you will visit home base three times during the game.</p><br><p><img src='run_exp/static/images/task_images/home_base.jpg' height='600' width='auto'></p><button class=""jspsych-html-btn-unchosen""><img src=""run_exp/static/images/task_images/planet-01.jpg"" height=""50""></button><button class=""jspsych-html-btn-chosen""><img src=""run_exp/static/images/task_images/planet-02.jpg"" height=""50""></button><p><b>[press the space bar to lock in your answer]<b><br></p>",32,,,,,,,,,,,,,,,,,,,,,,
instruc_prac_game,24,191774,0.0-10.0-0.0,,null,run_exp/static/audio/clip_9_practice.m4a,null,"<p> Are you ready to play a practice game? </p> <p>In this practice game, you'll be digging up barrels of gems. But, in the real game, you'll be digging up the gems themselves. </p>",,,,,,,,,,,,,,,,,,,,,
html-button-response,25,193981,0.0-10.0-1.0,,2205.415,"<p> Are you ready to play a practice game? </p> <p>In this practice game, you'll be digging up barrels of gems. But, in the real game, you'll be digging up the gems themselves. </p>",,,,,,0,,,,,,,,,,,,,,,,,
alien_welcome_prac,26,198992,0.0-11.0-0.0,,null,run_exp/static/images/task_images/aliens/practice_aliens/planet/alien_planet-5.jpg,null,,,,,,,,,,,,,,,,,,,,,,
land_prac,27,199498,0.0-11.0-1.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,98,,,0,,,,,,,,,,,,,
dig_prac,28,201503,0.0-11.0-2.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1.0349997319281101},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":669.8849997483194},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1337.5249998643994}]",[],,,,,,,,,,,,,,
harvest_prac,29,202509,0.0-11.0-3.0,,null,run_exp/static/images/task_images/barrel_text.jpg,null,,,,,,,,,,,,,,,,,,,,,,
decision_prac,30,205516,0.0-11.0-4.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,,,,,1,,,,,,,,,,,,
time_out,31,207527,0.0-12.0-0.0,,null,run_exp/static/images/task_images/time_out.jpg,null,,,,,,,,,,,,,,,,,,,,,,
decision_prac,32,209271,0.0-12.0-1.0,,1741.93,run_exp/static/images/task_images/land.jpg,65,,,,,,,,,,2,,,,,,,,,,,,
dig_prac,33,211278,0.0-13.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6299996748566628},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":673.9249997772276},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1341.4199999533594}]",[],,,,,,,,,,,,,,
harvest_prac,34,212283,0.0-13.0-1.0,,null,run_exp/static/images/task_images/barrel_text.jpg,null,,,,,,,,,,,,,,,,,,,,,,
decision_prac,35,213484,0.0-13.0-2.0,,1199.175,run_exp/static/images/task_images/land.jpg,76,,,,,,,,,,3,,,,,,,,,,,,
travel,36,222284,0.0-14.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.169999897480011},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":982.1150000207126},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":1959.9850000813603},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":2933.0299999564886},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":3911.005000118166},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":4889.940000139177},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":5865.565000101924},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":6842.995000071824},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":7816.910000052303}]",[],0,,,,,,,,,,,,,
alien_welcome_prac,37,227289,0.0-14.0-1.0,,null,run_exp/static/images/task_images/aliens/practice_aliens/planet/alien_planet-4.jpg,null,,,,,,,,,,,,,,,,,,,,,,
land_prac,38,227795,0.0-14.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,100,,,0,,,,,,,,,,,,,
dig_prac,39,229803,0.0-14.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.8950000628829002},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":674.5100002735853},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1337.2750002890825}]",[],,,,,,,,,,,,,,
harvest_prac,40,230806,0.0-14.0-4.0,,null,run_exp/static/images/task_images/barrel_text.jpg,null,,,,,,,,,,,,,,,,,,,,,,
decision_prac,41,231053,0.0-14.0-5.0,,245.3549998,run_exp/static/images/task_images/land.jpg,65,,,,,,,,,,4,,,,,,,,,,,,
dig_prac,42,233060,0.0-15.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6300001405179501},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":673.6150002107024},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1341.7800003662705}]",[],,,,,,,,,,,,,,
harvest_prac,43,234067,0.0-15.0-1.0,,null,run_exp/static/images/task_images/barrel_text.jpg,null,,,,,,,,,,,,,,,,,,,,,,
decision_prac,44,234094,0.0-15.0-2.0,,25.59000021,run_exp/static/images/task_images/land.jpg,65,,,,,,,,,,,1,,,,,,,,,,,
quiz_instruc,45,243940,0.0-16.0-0.0,,9839.42,run_exp/static/audio/clip_10_quiz.m4a,,,,,,0,,,,,,,,,,,,,,,,,
instruc_repeat,46,286724,0.0-16.0-1.0,,null,"<p> Are you ready to play a practice game? </p> <p>In this practice game, you'll be digging up barrels of gems. But, in the real game, you'll be digging up the gems themselves. </p>",null,"<p>In this game, your goal is to collect as many gems as you can. That’s how you will win bonus money. </p> <p>The entire game will last 20 minutes no matter how many gems you collect or how many planets you visit. </p><p>To stay on a planet and dig again, press the letter A on your keyboard. To leave for a new planet, press the letter L.</p><p>The more you dig on a planet, the fewer gems you’ll get with each dig which is why you might consider leaving for a new planet. </p><p>When you arrive at a new planet, you’ll be greeted by an alien. What the alien looks like does not tell you anything about how much treasure is on the planet. </p>",,,,,,,,,,,,,,,,,,,,,
instruc_repeat_continue,47,288535,0.0-16.0-2.0,,1810.07,"<p> Are you ready to play a practice game? </p> <p>In this practice game, you'll be digging up barrels of gems. But, in the real game, you'll be digging up the gems themselves. </p>",,,,,,0,,,,,,,,,,,,,,,,,
quiz_q_1_ask,48,293119,0.0-16.0-3.0,,4581.57,run_exp/static/audio/clip_11_q1_ask.m4a,,,,,,2,,,,,,,,,,,,,,,,,
quiz_q_1_fb_correct,49,297010,0.0-17.0-0.0,,null,run_exp/static/audio/clip_12_q1_corrrect.m4a,null,<p>That’s correct. You win extra money by collecting more gems.</p>,,,,,,,,,,,,,,,,,,,,,
quiz_q_2_ask,50,300631,0.0-17.0-1.0,,3619.285,run_exp/static/audio/clip_14_q2_ask.m4a,,,,,,1,,,,,,,,,,,,,,,,,
quiz_q_2_fb_correct,51,304627,0.0-18.0-0.0,,null,run_exp/static/audio/clip_15_q2_correct.m4a,null,<p>That’s correct. The experiment is 20 minutes no matter what.</p>,,,,,,,,,,,,,,,,,,,,,
quiz_q_3_ask,52,308344,0.0-18.0-1.0,,3715.78,run_exp/static/audio/clip_17_q3_ask.m4a,,,,,,1,,,,,,,,,,,,,,,,,
quiz_q_3_fb_correct,53,312336,0.0-19.0-0.0,,null,run_exp/static/audio/clip_18_q3_correct.m4a,null,<p> That’s correct. You press the letter L to travel to a new planet.</p>,,,,,,,,,,,,,,,,,,,,,
quiz_q_4_ask,54,316060,0.0-19.0-1.0,,3722.275,run_exp/static/audio/clip_20_q4_ask.m4a,,,,,,0,,,,,,,,,,,,,,,,,
quiz_q_4_fb_correct,55,321392,0.0-20.0-0.0,,null,run_exp/static/audio/clip_21_q4_correct.m4a,null,<p> That’s correct. The more you dig on a planet the fewer gems you’ll get with each dig. </p>,,,,,,,,,,,,,,,,,,,,,
quiz_q_5_ask,56,324862,0.0-20.0-1.0,,3467.835,run_exp/static/audio/clip_23_q5_ask.m4a,,,,,,1,,,,,,,,,,,,,,,,,
quiz_q_5_fb_correct,57,329892,0.0-21.0-0.0,,null,run_exp/static/audio/clip_24_q5_correct.m4a,null,<p> That’s correct. The alien tells you nothing about how much treasure is on the planet.</p>,,,,,,,,,,,,,,,,,,,,,
quiz_correct,58,333351,0.0-22.0-0.0,,null,run_exp/static/audio/clip_26_correct_quiz.m4a,null,,,,,,,,,,,,,,,,,,,,,,
quiz_correct_continue,59,335682,0.0-22.0-1.0,,2329.89,<p>Good job! You're now ready to move on to the real game!</p>,,,,,,0,,,,,,,,,,,,,,,,,
audio-keyboard-response,60,345820,0.0-22.0-2.0,,null,run_exp/static/audio/clip_28_real_game.m4a,null,,,,,,,,,,,,,,,,,,,,,,
instruc_begin_exp_contine,61,348141,0.0-22.0-3.0,,2319.165,"<p>Now that you know how  to dig for space treasure and travel to new planets,you can start exploring! </p><p>Do you want to go over the instructions again or get started with the real game?</p>",,,,,,1,,,,,,1,,,,,,,,,,,
alien_welcome,62,353151,0.0-23.0-0.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-40.jpg,null,,,,,,,,,,,,40,"40,21,13,63,34,24,64,68,15,53,44,37,18,74,59,62,20,61,23,58,1,9,78,79,22,69,52",,,,,,,,,
land,63,353655,0.0-23.0-1.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,93,,,1,,,,,,,,,,,,,
dig,64,355663,0.0-23.0-2.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1.2650000862777233},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":675.0249997712672},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1342.6250000484288}]",[],1,,,,,,,,,,,,,
harvest,65,356668,0.0-23.0-3.0,,null,run_exp/static/images/task_images/gems/93.jpg,null,,,,,,19,,,1,,,,,93,0.207611837,0.204301075,,,,,,
decision,66,357106,0.0-23.0-4.0,,435.9149998,run_exp/static/images/task_images/land.jpg,65,,,,,,19,,,1,,,,,,,,8958,1,0,FALSE,,
dig,67,359678,0.0-24.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.7850001566112041},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":857.4800002388656},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1713.4899999946356}]",[],1,,,,,,,,,,,,,
harvest,68,360684,0.0-24.0-1.0,,null,run_exp/static/images/task_images/gems/19.jpg,null,,,,,,3,,,1,,,,,19,0.15652218,0.157894737,,,,,,
decision,69,361283,0.0-24.0-2.0,,595.9350001,run_exp/static/images/task_images/land.jpg,65,,,,,,3,,,1,,,,,,,,13135,1,1,FALSE,,
dig,70,363697,0.0-25.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6899996660649776},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":808.1249999813735},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1609.7999997437}]",[],1,,,,,,,,,,,,,
harvest,71,364702,0.0-25.0-1.0,,null,run_exp/static/images/task_images/gems/3.jpg,null,,,,,,1,,,1,,,,,3,0.222727865,0.333333333,,,,,,
decision,72,364806,0.0-25.0-2.0,,101.4549998,run_exp/static/images/task_images/land.jpg,65,,,,,,1,,,1,,,,,,,,16658,1,2,FALSE,,
dig,73,367719,0.0-26.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.8199997246265411},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":971.5950000099838},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1939.1099996864796}]",[],1,,,,,,,,,,,,,
harvest,74,368725,0.0-26.0-1.0,,null,run_exp/static/images/task_images/gems/1.jpg,null,,,,,,0,,,1,,,,,1,0.19151739,0,,,,,,
decision,75,369123,0.0-26.0-2.0,,395.8650003,run_exp/static/images/task_images/land.jpg,65,,,,,,0,,,1,,,,,,,,20975,1,3,FALSE,,
dig,76,371736,0.0-27.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.9449999779462814},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":872.7400000207126},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1740.2200000360608}]",[],1,,,,,,,,,,,,,
harvest,77,372742,0.0-27.0-1.0,,null,run_exp/static/images/task_images/gems/0.jpg,null,,,,,,0,,,1,,,,,0,0.164071459,NaN,,,,,,
decision,78,373901,0.0-27.0-2.0,,1156.92,run_exp/static/images/task_images/land.jpg,76,,,,,,0,,,1,,,,,,,,25753,1,4,TRUE,,
travel,79,382746,0.0-28.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.15999982133507729},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":986.7250001989305},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":1965.9850001335144},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":2948.1600001454353},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":3931.5400002524257},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":4914.995000232011},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":5897.944999858737},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":6879.970000125468},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":7861.545000225306}]",[],1,,,,,,,,,,,,,
alien_welcome,80,387750,0.0-28.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-21.jpg,null,,,,,,,,,,,,21,"40,21,13,63,34,24,64,68,15,53,44,37,18,74,59,62,20,61,23,58,1,9,78,79,22,69,52",,,,,,,,,
land,81,388254,0.0-28.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,95,,,2,,,,,,,,,,,,,
dig,82,390264,0.0-28.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.8999998681247234},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":674.434999935329},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1342.1300002373755}]",[],2,,,,,,,,,,,,,
harvest,83,391270,0.0-28.0-4.0,,null,run_exp/static/images/task_images/gems/95.jpg,null,,,,,,23,,,2,,,,,95,0.241398299,0.242105263,,,,,,
decision,84,392547,0.0-28.0-5.0,,1275.28,run_exp/static/images/task_images/land.jpg,65,,,,,,23,,,2,,,,,,,,44399,1,0,FALSE,,
dig,85,394280,0.0-29.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6349999457597733},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":578.7700000219047},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1152.7599999681115}]",[],2,,,,,,,,,,,,,
harvest,86,395287,0.0-29.0-1.0,,null,run_exp/static/images/task_images/gems/23.jpg,null,,,,,,6,,,2,,,,,23,0.244995726,0.260869565,,,,,,
decision,87,396431,0.0-29.0-2.0,,1141.565,run_exp/static/images/task_images/land.jpg,65,,,,,,6,,,2,,,,,,,,48283,1,1,FALSE,,
dig,88,398298,0.0-30.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6300001405179501},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":624.9750000424683},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1242.4699999392033}]",[],2,,,,,,,,,,,,,
harvest,89,399301,0.0-30.0-1.0,,null,run_exp/static/images/task_images/gems/6.jpg,null,,,,,,1,,,2,,,,,6,0.154334966,0.166666667,,,,,,
