trial_type,trial_index,time_elapsed,internal_node_id,success,rt,stimulus,key_press,prompt,subject_id,age,gender,button_pressed,next_reward,animation_sequence,responses,planet,curr_prac_trial,n_prac_rounds,alien,aliens,reward_received,decay_rate_actual,decay_rate_exp,time_in_block,block_num,prt,last_trial_on_planet,bonus,num_failures
instruc_dig_try,10,64710,0.0-7.0-1.0,,2112.875,"<p> When you’ve arrived at a new planet, you will dig once. </p> <p>Then, you get to decide if you want to stay on the planet and dig again or travel to a new planet and dig there.</p> <p> To stay and dig, press the letter <strong>‘A’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/land.jpg'  height='700' width='auto'></p>",65,"<p> When you’ve arrived at a new planet, you will dig once. </p> <p>Then, you get to decide if you want to stay on the planet and dig again or travel to a new planet and dig there.</p> <p> To stay and dig, press the letter <strong>‘A’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/land.jpg'  height='700' width='auto'></p>",,,,,100,,,,,,,,,,,,,,,,
dig_prac,11,66719,0.0-7.0-2.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.2900000035879202},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":670.1749999992899},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1340.4349999982514}]",[],,,,,,,,,,,,,,
instruc_travel,12,102928,0.0-7.0-3.0,,null,run_exp/static/audio/clip_5_travel.m4a,null,"<p>Every time you dig up gems, there are less gems on the planet, so the more you dig on a planet the fewer gems you’ll get with each dig.</p><p>When gems are running low, you may want to travel to a new planet. </p> <p>  Planets are very far apart in this galaxy, so it will take some time to travel between them. </p> <br><p>There are lots and lots of planets for you to visit, so you won’t be able to return to any planets you’ve seen before. </p><br><p>To leave this planet and travel to a new one, press the letter <strong>‘L’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/rocket-01.jpg'  height='600' width='auto'></p>",,,,,,,,,,,,,,,,,,,,,
instruc_travel_try,13,103086,0.0-7.0-4.0,,156.725,"<p>Every time you dig up gems, there are less gems on the planet, so the more you dig on a planet the fewer gems you’ll get with each dig.</p><p>When gems are running low, you may want to travel to a new planet. </p> <p>  Planets are very far apart in this galaxy, so it will take some time to travel between them. </p> <br><p>There are lots and lots of planets for you to visit, so you won’t be able to return to any planets you’ve seen before. </p><br><p>To leave this planet and travel to a new one, press the letter <strong>‘L’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/rocket-01.jpg'  height='600' width='auto'></p>",76,"<p>Every time you dig up gems, there are less gems on the planet, so the more you dig on a planet the fewer gems you’ll get with each dig.</p><p>When gems are running low, you may want to travel to a new planet. </p> <p>  Planets are very far apart in this galaxy, so it will take some time to travel between them. </p> <br><p>There are lots and lots of planets for you to visit, so you won’t be able to return to any planets you’ve seen before. </p><br><p>To leave this planet and travel to a new one, press the letter <strong>‘L’</strong> on your keyboard. Try pressing it now! </p><p><img src='run_exp/static/images/task_images/rocket-01.jpg'  height='600' width='auto'></p>",,,,,,,,,,,,,,,,,,,,,
travel_prac,14,113092,0.0-7.0-5.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.2549999990151264},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":1112.5150000007125},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2224.900000001071},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":3337.760000002163},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":4446.835000002466},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":5561.535000000731},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":6667.41500000353},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":7781.705000001239},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":8894.26000000094}]",[],0,,,,,,,,,,,,,
instruc_alien_greet,15,140287,0.0-7.0-6.0,,null,run_exp/static/audio/clip_6_alien.m4a,null,"<p>When you arrive at a new planet, the alien who owns the treasure mine on that planet will greet you!</p><p>The better an alien takes care of their mine the easier it is to dig for gems. Some aliens take better care of their mine than others. So, you won’t get exactly the same amount of gems on each planet.</p><p>What the alien looks like does not tell you anything about how many gems there are on the planet.</p><br><p><img src=""run_exp/static/images/task_images/aliens/instructions_aliens/planet/alien_planet-1.jpg""  height=""600"" width=""auto""></p>",,,,,,,,,,,,,,,,,,,,,
instruc_alien_greet,16,143500,0.0-7.0-7.0,,3210.94,"<p>When you arrive at a new planet, the alien who owns the treasure mine on that planet will greet you!</p><p>The better an alien takes care of their mine the easier it is to dig for gems. Some aliens take better care of their mine than others. So, you won’t get exactly the same amount of gems on each planet.</p><p>What the alien looks like does not tell you anything about how many gems there are on the planet.</p><br><p><img src=""run_exp/static/images/task_images/aliens/instructions_aliens/planet/alien_planet-1.jpg""  height=""600"" width=""auto""></p>",,,,,,1,,,,,,,,,,,,,,,,,
html-keyboard-response,17,144184,0.0-7.0-8.0,,682.94,"<p>When you arrive at a new planet, the alien who owns the treasure mine on that planet will greet you!</p><p>The better an alien takes care of their mine the easier it is to dig for gems. Some aliens take better care of their mine than others. So, you won’t get exactly the same amount of gems on each planet.</p><p>What the alien looks like does not tell you anything about how many gems there are on the planet.</p><br><p><img src=""run_exp/static/images/task_images/aliens/instructions_aliens/planet/alien_planet-1.jpg""  height=""600"" width=""auto""></p><button class=""jspsych-html-btn-unchosen""><img src=""run_exp/static/images/task_images/planet-01.jpg"" height=""50""></button><button class=""jspsych-html-btn-chosen""><img src=""run_exp/static/images/task_images/planet-02.jpg"" height=""50""></button><p><b>[press the space bar to lock in your answer]<b><br></p>",32,,,,,,,,,,,,,,,,,,,,,,
time_out,18,155264,0.0-8.0-0.0,,null,run_exp/static/audio/clip_7_timeout.m4a,null,"<p>If you don't make your choice fast enough, you’ll have to wait a few seconds before you can make another one.</p><p>You can’t dig for more gems or travel to new planets. You just have to sit and wait.</p><br><p><img src='run_exp/static/images/task_images/time_out.jpg'  height='600' width='auto'></p>",,,,,,,,,,,,,,,,,,,,,
time_out,19,160164,0.0-8.0-1.0,,4898.665,"<p>If you don't make your choice fast enough, you’ll have to wait a few seconds before you can make another one.</p><p>You can’t dig for more gems or travel to new planets. You just have to sit and wait.</p><br><p><img src='run_exp/static/images/task_images/time_out.jpg'  height='600' width='auto'></p>",,,,,,1,,,,,,,,,,,,,,,,,
html-keyboard-response,20,160339,0.0-8.0-2.0,,174.035,"<p>If you don't make your choice fast enough, you’ll have to wait a few seconds before you can make another one.</p><p>You can’t dig for more gems or travel to new planets. You just have to sit and wait.</p><br><p><img src='run_exp/static/images/task_images/time_out.jpg'  height='600' width='auto'></p><button class=""jspsych-html-btn-unchosen""><img src=""run_exp/static/images/task_images/planet-01.jpg"" height=""50""></button><button class=""jspsych-html-btn-chosen""><img src=""run_exp/static/images/task_images/planet-02.jpg"" height=""50""></button><p><b>[press the space bar to lock in your answer]<b><br></p>",32,,,,,,,,,,,,,,,,,,,,,,
instruc_break,21,175998,0.0-9.0-0.0,,null,run_exp/static/audio/clip_8_break.m4a,null,"<p> After digging and traveling for a while, you’ll be able to take a break at home base. </p><p>The game will last 20 minutes no matter what.</p><p>You will visit home base every 5 minutes, so, you will visit home base three times during the game.</p><br><p><img src='run_exp/static/images/task_images/home_base.jpg' height='600' width='auto'></p>",,,,,,,,,,,,,,,,,,,,,
instruc_break,22,178877,0.0-9.0-1.0,,2876.515,"<p> After digging and traveling for a while, you’ll be able to take a break at home base. </p><p>The game will last 20 minutes no matter what.</p><p>You will visit home base every 5 minutes, so, you will visit home base three times during the game.</p><br><p><img src='run_exp/static/images/task_images/home_base.jpg' height='600' width='auto'></p>",,,,,,1,,,,,,,,,,,,,,,,,
html-keyboard-response,23,179009,0.0-9.0-2.0,,131.17,"<p> After digging and traveling for a while, you’ll be able to take a break at home base. </p><p>The game will last 20 minutes no matter what.</p><p>You will visit home base every 5 minutes, so, you will visit home base three times during the game.</p><br><p><img src='run_exp/static/images/task_images/home_base.jpg' height='600' width='auto'></p><button class=""jspsych-html-btn-unchosen""><img src=""run_exp/static/images/task_images/planet-01.jpg"" height=""50""></button><button class=""jspsych-html-btn-chosen""><img src=""run_exp/static/images/task_images/planet-02.jpg"" height=""50""></button><p><b>[press the space bar to lock in your answer]<b><br></p>",32,,,,,,,,,,,,,,,,,,,,,,
instruc_prac_game,24,189140,0.0-10.0-0.0,,null,run_exp/static/audio/clip_9_practice.m4a,null,"<p> Are you ready to play a practice game? </p> <p>In this practice game, you'll be digging up barrels of gems. But, in the real game, you'll be digging up the gems themselves. </p>",,,,,,,,,,,,,,,,,,,,,
html-button-response,25,193165,0.0-10.0-1.0,,4024.04,"<p> Are you ready to play a practice game? </p> <p>In this practice game, you'll be digging up barrels of gems. But, in the real game, you'll be digging up the gems themselves. </p>",,,,,,0,,,,,,,,,,,,,,,,,
alien_welcome_prac,26,198168,0.0-11.0-0.0,,null,run_exp/static/images/task_images/aliens/practice_aliens/planet/alien_planet-5.jpg,null,,,,,,,,,,,,,,,,,,,,,,
land_prac,27,198673,0.0-11.0-1.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,105,,,0,,,,,,,,,,,,,
dig_prac,28,200680,0.0-11.0-2.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.22000000171829015},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":673.4400000059395},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1338.385000002745}]",[],,,,,,,,,,,,,,
harvest_prac,29,201681,0.0-11.0-3.0,,null,run_exp/static/images/task_images/barrel_text.jpg,null,,,,,,,,,,,,,,,,,,,,,,
decision_prac,30,201725,0.0-11.0-4.0,,42.175,run_exp/static/images/task_images/land.jpg,65,,,,,,,,,,1,,,,,,,,,,,,
dig_prac,31,203732,0.0-12.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.13500000204658136},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":670.6500000000233},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1336.3650000028429}]",[],,,,,,,,,,,,,,
harvest_prac,32,204738,0.0-12.0-1.0,,null,run_exp/static/images/task_images/barrel_text.jpg,null,,,,,,,,,,,,,,,,,,,,,,
decision_prac,33,205391,0.0-12.0-2.0,,651.975,run_exp/static/images/task_images/land.jpg,65,,,,,,,,,,2,,,,,,,,,,,,
dig_prac,34,207401,0.0-13.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.14999999984866008},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":673.0549999992945},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1336.1000000004424}]",[],,,,,,,,,,,,,,
harvest_prac,35,208407,0.0-13.0-1.0,,null,run_exp/static/images/task_images/barrel_text.jpg,null,,,,,,,,,,,,,,,,,,,,,,
decision_prac,36,208637,0.0-13.0-2.0,,229.495,run_exp/static/images/task_images/land.jpg,65,,,,,,,,,,3,,,,,,,,,,,,
dig_prac,37,210646,0.0-14.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.13000000035390258},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":673.1949999957578},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1340.1899999953457}]",[],,,,,,,,,,,,,,
harvest_prac,38,211653,0.0-14.0-1.0,,null,run_exp/static/images/task_images/barrel_text.jpg,null,,,,,,,,,,,,,,,,,,,,,,
decision_prac,39,211671,0.0-14.0-2.0,,16.775,run_exp/static/images/task_images/land.jpg,65,,,,,,,,,,4,,,,,,,,,,,,
dig_prac,40,213679,0.0-15.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.16999999934341758},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":672.8849999999511},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1335.54500000173}]",[],,,,,,,,,,,,,,
harvest_prac,41,214681,0.0-15.0-1.0,,null,run_exp/static/images/task_images/barrel_text.jpg,null,,,,,,,,,,,,,,,,,,,,,,
decision_prac,42,214821,0.0-15.0-2.0,,138.66,run_exp/static/images/task_images/land.jpg,65,,,,,,,,,,,1,,,,,,,,,,,
quiz_instruc,43,218784,0.0-16.0-0.0,,3959.805,run_exp/static/audio/clip_10_quiz.m4a,,,,,,0,,,,,,,,,,,,,,,,,
instruc_repeat,44,261561,0.0-16.0-1.0,,null,"<p> Are you ready to play a practice game? </p> <p>In this practice game, you'll be digging up barrels of gems. But, in the real game, you'll be digging up the gems themselves. </p>",null,"<p>In this game, your goal is to collect as many gems as you can. That’s how you will win bonus money. </p> <p>The entire game will last 20 minutes no matter how many gems you collect or how many planets you visit. </p><p>To stay on a planet and dig again, press the letter A on your keyboard. To leave for a new planet, press the letter L.</p><p>The more you dig on a planet, the fewer gems you’ll get with each dig which is why you might consider leaving for a new planet. </p><p>When you arrive at a new planet, you’ll be greeted by an alien. What the alien looks like does not tell you anything about how much treasure is on the planet. </p>",,,,,,,,,,,,,,,,,,,,,
instruc_repeat_continue,45,263476,0.0-16.0-2.0,,1914,"<p> Are you ready to play a practice game? </p> <p>In this practice game, you'll be digging up barrels of gems. But, in the real game, you'll be digging up the gems themselves. </p>",,,,,,0,,,,,,,,,,,,,,,,,
quiz_q_1_ask,46,266060,0.0-16.0-3.0,,2581.815,run_exp/static/audio/clip_11_q1_ask.m4a,,,,,,2,,,,,,,,,,,,,,,,,
quiz_q_1_fb_correct,47,269920,0.0-17.0-0.0,,null,run_exp/static/audio/clip_12_q1_corrrect.m4a,null,<p>That’s correct. You win extra money by collecting more gems.</p>,,,,,,,,,,,,,,,,,,,,,
quiz_q_2_ask,48,273439,0.0-17.0-1.0,,3517.47,run_exp/static/audio/clip_14_q2_ask.m4a,,,,,,1,,,,,,,,,,,,,,,,,
quiz_q_2_fb_correct,49,277420,0.0-18.0-0.0,,null,run_exp/static/audio/clip_15_q2_correct.m4a,null,<p>That’s correct. The experiment is 20 minutes no matter what.</p>,,,,,,,,,,,,,,,,,,,,,
quiz_q_3_ask,50,281204,0.0-18.0-1.0,,3782.98,run_exp/static/audio/clip_17_q3_ask.m4a,,,,,,1,,,,,,,,,,,,,,,,,
quiz_q_3_fb_correct,51,285175,0.0-19.0-0.0,,null,run_exp/static/audio/clip_18_q3_correct.m4a,null,<p> That’s correct. You press the letter L to travel to a new planet.</p>,,,,,,,,,,,,,,,,,,,,,
quiz_q_4_ask,52,289679,0.0-19.0-1.0,,4502.49,run_exp/static/audio/clip_20_q4_ask.m4a,,,,,,0,,,,,,,,,,,,,,,,,
quiz_q_4_fb_correct,53,294997,0.0-20.0-0.0,,null,run_exp/static/audio/clip_21_q4_correct.m4a,null,<p> That’s correct. The more you dig on a planet the fewer gems you’ll get with each dig. </p>,,,,,,,,,,,,,,,,,,,,,
quiz_q_5_ask,54,298900,0.0-20.0-1.0,,3901.485,run_exp/static/audio/clip_23_q5_ask.m4a,,,,,,1,,,,,,,,,,,,,,,,,
quiz_q_5_fb_correct,55,303890,0.0-21.0-0.0,,null,run_exp/static/audio/clip_24_q5_correct.m4a,null,<p> That’s correct. The alien tells you nothing about how much treasure is on the planet.</p>,,,,,,,,,,,,,,,,,,,,,
quiz_correct,56,307351,0.0-22.0-0.0,,null,run_exp/static/audio/clip_26_correct_quiz.m4a,null,,,,,,,,,,,,,,,,,,,,,,
quiz_correct_continue,57,309500,0.0-22.0-1.0,,2148.455,<p>Good job! You're now ready to move on to the real game!</p>,,,,,,0,,,,,,,,,,,,,,,,,
audio-keyboard-response,58,319609,0.0-22.0-2.0,,null,run_exp/static/audio/clip_28_real_game.m4a,null,,,,,,,,,,,,,,,,,,,,,,
instruc_begin_exp_contine,59,320795,0.0-22.0-3.0,,1184.195,"<p>Now that you know how  to dig for space treasure and travel to new planets,you can start exploring! </p><p>Do you want to go over the instructions again or get started with the real game?</p>",,,,,,1,,,,,,1,,,,,,,,,,,
alien_welcome,60,325801,0.0-23.0-0.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-29.jpg,null,,,,,,,,,,,,29,"29,28,52,8,62,22,67,78,64,10,46,77,31,13,4,12,35,63,72,65,80,33,3,25,38,70,73,21,59,40,74,27,14,2,43,71,75,15,32,16,66,30,44,34,79,48,51,1,26,61,20",,,,,,,,,
land,61,326307,0.0-23.0-1.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,98,,,1,,,,,,,,,,,,,
dig,62,328313,0.0-23.0-2.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.22000000171829015},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":673.3550000062678},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1339.4600000028731}]",[],1,,,,,,,,,,,,,
harvest,63,329314,0.0-23.0-3.0,,null,run_exp/static/images/task_images/gems/98.jpg,null,,,,,,26,,,1,,,,,98,0.267769854,0.265306122,,,,,,
decision,64,329833,0.0-23.0-4.0,,516.365,run_exp/static/images/task_images/land.jpg,65,,,,,,26,,,1,,,,,,,,9036,1,0,FALSE,,
dig,65,332323,0.0-24.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.14999999984866008},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":830.6500000035157},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1655.2750000046217}]",[],1,,,,,,,,,,,,,
harvest,66,333326,0.0-24.0-1.0,,null,run_exp/static/images/task_images/gems/26.jpg,null,,,,,,5,,,1,,,,,26,0.179060752,0.192307692,,,,,,
decision,67,333662,0.0-24.0-2.0,,335.39,run_exp/static/images/task_images/land.jpg,65,,,,,,5,,,1,,,,,,,,12865,1,1,FALSE,,
dig,68,336332,0.0-25.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.1449999981559813},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":894.1799999956856},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1779.9049999957788}]",[],1,,,,,,,,,,,,,
harvest,69,337339,0.0-25.0-1.0,,null,run_exp/static/images/task_images/gems/5.jpg,null,,,,,,1,,,1,,,,,5,0.175561582,0.2,,,,,,
decision,70,337552,0.0-25.0-2.0,,211.89,run_exp/static/images/task_images/land.jpg,65,,,,,,1,,,1,,,,,,,,16755,1,2,FALSE,,
dig,71,340343,0.0-26.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.1849999971454963},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":931.2549999958719},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1860.0700000024517}]",[],1,,,,,,,,,,,,,
harvest,72,341348,0.0-26.0-1.0,,null,run_exp/static/images/task_images/gems/1.jpg,null,,,,,,0,,,1,,,,,1,0.169016732,0,,,,,,
decision,73,342614,0.0-26.0-2.0,,1265.565,run_exp/static/images/task_images/land.jpg,76,,,,,,0,,,1,,,,,,,,21817,1,3,TRUE,,
travel,74,351351,0.0-27.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.1449999981559813},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":971.2349999972503},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":1946.1949999968056},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":2916.2499999947613},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":3886.179999994056},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":4853.234999995038},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":5826.179999996384},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":6795.239999999467},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":7763.879999998608}]",[],1,,,,,,,,,,,,,
alien_welcome,75,356358,0.0-27.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-28.jpg,null,,,,,,,,,,,,28,"29,28,52,8,62,22,67,78,64,10,46,77,31,13,4,12,35,63,72,65,80,33,3,25,38,70,73,21,59,40,74,27,14,2,43,71,75,15,32,16,66,30,44,34,79,48,51,1,26,61,20",,,,,,,,,
land,76,356863,0.0-27.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,99,,,2,,,,,,,,,,,,,
dig,77,358871,0.0-27.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.23499999952036887},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":672.630000000936},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1339.445000005071}]",[],2,,,,,,,,,,,,,
harvest,78,359877,0.0-27.0-4.0,,null,run_exp/static/images/task_images/gems/99.jpg,null,,,,,,29,,,2,,,,,99,0.293256995,0.292929293,,,,,,
decision,79,360265,0.0-27.0-5.0,,386.66,run_exp/static/images/task_images/land.jpg,65,,,,,,29,,,2,,,,,,,,39470,1,0,FALSE,,
dig,80,362887,0.0-28.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.1649999976507388},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":872.7300000027753},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1748.2049999962328}]",[],2,,,,,,,,,,,,,
harvest,81,363889,0.0-28.0-1.0,,null,run_exp/static/images/task_images/gems/29.jpg,null,,,,,,4,,,2,,,,,29,0.142491681,0.137931034,,,,,,
decision,82,365025,0.0-28.0-2.0,,1135.05,run_exp/static/images/task_images/land.jpg,65,,,,,,4,,,2,,,,,,,,44228,1,1,FALSE,,
dig,83,366896,0.0-29.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.13000000035390258},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":624.7999999977765},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1248.249999996915}]",[],2,,,,,,,,,,,,,
harvest,84,367902,0.0-29.0-1.0,,null,run_exp/static/images/task_images/gems/4.jpg,null,,,,,,0,,,2,,,,,4,0.123382915,0,,,,,,
decision,85,368626,0.0-29.0-2.0,,722.405,run_exp/static/images/task_images/land.jpg,65,,,,,,0,,,2,,,,,,,,47829,1,2,FALSE,,
dig,86,370909,0.0-30.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.1249999986612238},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":760.5649999968591},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1520.6899999975576}]",[],2,,,,,,,,,,,,,
harvest,87,371914,0.0-30.0-1.0,,null,run_exp/static/images/task_images/gems/0.jpg,null,,,,,,0,,,2,,,,,0,0.308823735,NaN,,,,,,
decision,88,372500,0.0-30.0-2.0,,584.455,run_exp/static/images/task_images/land.jpg,65,,,,,,0,,,2,,,,,,,,51703,1,3,FALSE,,
dig,89,374919,0.0-31.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.13500000204658136},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":810.6299999999464},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1616.2049999984447}]",[],2,,,,,,,,,,,,,
harvest,90,375922,0.0-31.0-1.0,,null,run_exp/static/images/task_images/gems/0.jpg,null,,,,,,0,,,2,,,,,0,0.207420948,NaN,,,,,,
decision,91,376493,0.0-31.0-2.0,,570.43,run_exp/static/images/task_images/land.jpg,76,,,,,,0,,,2,,,,,,,,55697,1,4,TRUE,,
